-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.30918791307372295,0.30918791307372295,0.30918791307372295,-3.234513096367228,0.30918791307372295,0.30918791307372295,0.30918791307372295,0.30918791307372295,0.30918791307372295,0.30918791307372295,0.30918791307372295,-3.234513096367228
-0.3402387645907802,1.6526141078838175,-0.6767243314855225,0.0,-0.3402387645907802,-0.6767243314855225,0.23498711139257678,-0.6767243314855225,-0.3402387645907802,-1.2519502074688795,-0.6767243314855225,0.0
1.0967041662709258,0.04722599305560278,0.04722599305560278,-1.0,0.04722599305560278,1.0967041662709258,-0.4775130935520587,-1.0022521801597202,-1.0022521801597202,-1.0022521801597202,0.5719650796632643,-1.0
-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-2.446043165467626,-0.7642716995234982,-2.446043165467626,0.0,-0.2659690429474603,-2.446043165467626,-1.356006104207543,-2.446043165467626,-0.2659690429474603,4.094179202092871,-2.446043165467626,0.0
-0.24097494863154706,1.9803654469444316,-0.8379914509840762,-0.8379914509840762,-0.471255805443032,-0.5819073491100745,0.09817986891491412,-0.8379914509840762,-0.8379914509840762,-0.8379914509840762,-0.7073537229411824,-0.8379914509840762
-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
-0.16989594669116745,24.31784500043588,-0.16989594669116745,2.2788781480215374,-0.16989594669116745,-0.16989594669116745,-0.16989594669116745,-0.16989594669116745,-0.16989594669116745,-0.16989594669116745,-0.16989594669116745,2.2788781480215374
0.0,-0.5364591779626391,0.0,1.383949894750324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.383949894750324
